sample_id,speaker,utt_id,target_word,epsilon,steps,duration_sec,original_rms,perturbation_linf,perturbation_rms,snr_db,perturbation_spectral_centroid_hz,perturbation_spectral_rolloff85_hz,mean_absolute_log_spectral_change_db,p95_absolute_log_spectral_change_db,energy_fraction_0-0.5k,energy_fraction_0.5-2k,energy_fraction_2-4k,energy_fraction_4-8k
F03||test||115||rip,F03,115,rip,0.0002,3,1.595,0.0337949094548287,0.0002000033855438,0.0001050850104076,50.146210312314736,4643.882980511101,7312.5,1.998908596905779,10.819051419490808,0.0278992031775435,0.1462721484283377,0.2298219680891026,0.5912257884538984
F03||test||116||lair,F03,116,lair,0.0002,3,1.4050625,0.1411641812757641,0.0002000033855438,0.0001554299389543,59.16379674445161,4646.262085679866,7437.5,0.9631472242857146,3.374759205241916,0.017104213347103,0.1498228214245671,0.271440323365364,0.5567267374590877
F03||test||119||sigh,F03,119,sigh,0.0002,3,1.77,0.0755736597999259,0.0002000033855438,8.485450030628895e-05,58.9939114791169,4464.097010725502,7328.125,0.7145337655885154,2.233223767489477,0.0340660127518952,0.1718993516966308,0.239450814583271,0.5481104961946421
F03||test||120||meat,F03,120,meat,0.0002,3,1.0021875,0.0190037187432821,0.0002000033855438,0.0001173958703206,44.18371548721293,4751.082603987612,7421.875,1.924582024249704,7.629432098129292,0.0226130707075696,0.1449595780030034,0.2324453641886942,0.5957698253284603
F03||test||123||spit,F03,123,spit,0.0002,3,5.12,0.063888433034302,0.0002000033855438,0.0001002898252928,56.08330723471659,4103.948191786659,7125.0,0.7921155671160088,2.529010914926644,0.031398443515096,0.2157665357573608,0.2675699382051179,0.4792836803523987
F03||test||124||bitten,F03,124,bitten,0.0002,3,1.3400625,0.0290696476285098,0.0002000033855438,0.0001066045157319,48.7132833159061,4406.829179399142,7234.375,1.9066220270700047,10.040258965314717,0.030321987847826,0.1535067608996708,0.2773869727701458,0.5341157375645599
F03||test||124||feed,F03,124,feed,0.0002,3,1.265875,0.0292327990777054,0.0002000033855438,0.0001171118072624,47.94539437125431,4914.408059588418,7468.75,1.7479936864152303,7.285194461030642,0.0236534197837209,0.1277802115253138,0.2106641678069076,0.6343224453233504
F03||test||125||bitten,F03,125,bitten,0.0002,3,2.065,0.0290072969723427,0.0002000033855438,0.000119617395113,47.69425841182733,4466.177584894925,7218.75,2.226903050185617,11.48601632787238,0.0248168580924032,0.1733726316565509,0.2424250046017104,0.5547388775282973
F03||test||126||in,F03,126,in,0.0002,3,1.165,0.0410614742755556,0.0002000033855438,0.0001164079267213,50.94903967902755,4656.865796400284,7281.25,2.172764383674886,11.593826961783376,0.0231920197917234,0.1433758845937326,0.2387721487977476,0.5899269350226787
F03||test||126||nine,F03,126,nine,0.0002,3,1.385,0.1908079013042812,0.0002000033855438,0.0001175258356412,64.2092601386743,4581.634190660226,7328.125,0.9412315847712568,3.29468056487048,0.0218804251597552,0.1519792592073659,0.2694903458068967,0.5507469026991777
F03||test||127||side,F03,127,side,0.0002,3,1.935,0.1198300240391114,0.0002000033855438,0.0001197270145498,60.00746986284379,4178.83513143156,7093.75,0.848452861289462,2.6735857863887027,0.0278585856432189,0.1883180489532691,0.2955161489897266,0.4814620571951681
F03||test||127||storm,F03,127,storm,0.0002,3,1.3010625,0.0175293344013202,0.0002000033855438,0.0001199874376412,43.29259294051763,4505.548964913522,7312.5,1.9184824887939047,7.476489852892273,0.0282561522160398,0.1557797343122697,0.2564290685345601,0.5542420335394188
F03||test||128||six,F03,128,six,0.0002,3,1.475,0.0897610927006331,0.0002000033855438,0.0001198234301256,57.49092766069778,4114.813515267978,7171.875,0.780621342191975,2.505030445189384,0.0371658572416403,0.231530520529421,0.2389900182371539,0.4860414557401125
F03||test||129||bad,F03,129,bad,0.0002,3,1.1076875,0.0125647909020203,0.0002000033855438,0.0001199042472965,40.406413970332586,5148.7887746914985,7531.25,2.0844980885270403,8.275713474174813,0.0192555308216213,0.1100279645705887,0.195529254095932,0.6715277652643286
F03||test||129||sink,F03,129,sink,0.0002,3,1.35,0.022375578924543,0.0002000033855438,0.0001206020439715,45.368392246778924,4202.350005678909,7171.875,1.8283312869731627,9.402409594634822,0.0359104912064034,0.2028158550686755,0.2543044236008751,0.5009541804030985
