sample_id,index,speaker,utt_id,target_word,mapped_correct,duration_sec,original_rms,perturbation_linf,perturbation_rms,snr_db,perturbation_spectral_centroid_hz,perturbation_spectral_rolloff85_hz,mean_absolute_log_spectral_change_db,p95_absolute_log_spectral_change_db,energy_fraction_0-0.5k,energy_fraction_0.5-2k,energy_fraction_2-4k,energy_fraction_4-8k
M01||8||grow,234,M01,8,grow,1,1.434375,0.1056226001737815,0.0002000033855438,0.0001656362326588,56.09203021016738,3364.937744828212,5765.625,1.948092179556728,7.021550098977053,0.0518250332720284,0.2406685231724274,0.3487941910142895,0.3513028200522157
M01||9||store,235,M01,9,store,1,1.9390625,0.0843334385971494,0.0002000033855438,0.0001648573359088,54.177830623246194,3825.16309719352,6921.875,1.989485502737862,7.607981290394178,0.0571664704186341,0.2173331168303905,0.2640732159261851,0.4552407857811604
M01||12||sip,236,M01,12,sip,0,1.646875,0.0964043320093057,0.0002000033855438,0.0001629679154306,55.439888786583744,3434.080531131421,6437.5,1.705406591928,6.432133528063861,0.0767690473828468,0.2609711093941714,0.2778849753509693,0.3769869298357184
M01||14||the,237,M01,14,the,0,1.832875,0.0666594035259308,0.0002000033855438,0.0001637998392676,52.190959039486,3561.500843250439,6250.0,2.447866198764931,8.391483832305942,0.0449240709295315,0.2599994339559568,0.2839139708214737,0.4045613284604617
M01||15||swore,238,M01,15,swore,1,2.23125,0.0973134816391582,0.0002000033855438,0.0001666136801541,55.32924707337219,3761.0453177750346,6718.75,1.570112284203301,6.344608021221825,0.0430630063239764,0.2308790217027814,0.2848195364445012,0.4341688739096705
M01||18||chair,239,M01,18,chair,1,1.4875,0.1250067602774331,0.0002000033855438,0.0001655933592334,57.55781167266377,3282.319609638156,6109.375,1.788335495325062,6.64303588992144,0.1111929593482111,0.2496546140849422,0.2448403266940891,0.3864627730410715
M01||20||feed,240,M01,20,feed,1,1.80625,0.0918636507039986,0.0002000033855438,0.0001662878900366,54.84566155475712,3754.438854723436,6703.125,1.9637960032094657,7.262259131354551,0.0443042504883085,0.2382071464874036,0.2932233906758391,0.4188949991512038
M01||22||floor,241,M01,22,floor,1,2.125,0.1507684791815584,0.0002000033855438,0.0001678513661703,59.067713473670985,2975.06721204717,5406.25,1.7058577032721494,6.247515860306599,0.0812615917359007,0.3378798023251865,0.2892789431302973,0.281991615432799
M01||23||sip,242,M01,23,sip,0,2.0984375,0.0895447011863979,0.0002000033855438,0.0001607680193972,54.91680460185001,3186.680215677953,5937.5,1.6833824690767794,6.125424175173122,0.0965041041911786,0.2592204775955849,0.3013504501293287,0.332417337994818
M01||24||feet,243,M01,24,feet,1,1.301,0.0782502192183412,0.0002000033855438,0.000160789716587,53.744545863785184,4011.717924402048,7000.0,1.9451652333774112,7.650258257014407,0.0402254971809245,0.2100828222866438,0.2646267513957248,0.4789459363483547
M01||26||sigh,244,M01,26,sigh,0,1.9383125,0.0473497687143516,0.0002000033855438,0.0001648453838214,49.16482143829192,4426.61795745894,7468.75,2.5003336403297465,9.620287348031566,0.0315647408871877,0.1900068154633896,0.1966752114837063,0.5760922167179007
M01||28||mere,245,M01,28,mere,0,1.1909375,0.126830648376974,0.0002000033855438,0.0001681825461818,57.54886578973834,3766.833992911125,6281.25,1.9381069132868296,7.302445613296684,0.0358194294511182,0.197500927380968,0.35108877621043,0.409060494467186
M01||30||slip,246,M01,30,slip,0,1.961625,0.1107138230381729,0.0002000033855438,0.0001688418546669,56.3344346698053,3638.766520257506,6562.5,1.7625503267017428,6.602220762600892,0.0596277520096676,0.244648451345763,0.2658748968034323,0.4225175550398656
M01||31||fate,247,M01,31,fate,1,2.3119375,0.0836467084803622,0.0002000033855438,0.0001663867110878,54.02660437530179,3169.7017210969475,5953.125,2.236885065063052,7.587111857782773,0.0887397108338445,0.2837845287385871,0.2863373459379301,0.3319404949609638
M01||32||pot,248,M01,32,pot,0,1.4011875,0.1312377437231182,0.0002000033855438,0.000164432742791,58.04140908478036,3483.8925761968826,5937.5,2.0710597708717464,7.376270385448805,0.0580699793490453,0.2264451118791214,0.2984900744764611,0.4028629389427611
M01||36||pile,249,M01,36,pile,1,1.30775,0.1468851005890369,0.0002000033855438,0.0001655769589472,58.95955686205671,3352.205786447521,5750.0,2.038567892643715,7.171499189926493,0.0447497142994477,0.2718808435209196,0.3155055300552229,0.3595833873611784
M01||38||galore,250,M01,38,galore,0,1.7981875,0.1213336796391471,0.0002000033855438,0.0001661845639961,57.267813729399165,3628.517661422247,6187.5,2.1338035682071226,7.886142856234391,0.0482900727710189,0.2306390047180149,0.2722767607128544,0.4374235718078786
M01||40||play,251,M01,40,play,1,1.6113125,0.138896806364042,0.0002000033855438,0.0001666619140174,58.41711790065497,3524.1050378686405,6421.875,1.8784645809762384,6.752876940109496,0.0609255366963383,0.2286277650677393,0.3391951523472694,0.3630535051235728
M01||44||back,252,M01,44,back,0,1.3904375,0.0627927077285242,0.0002000033855438,0.000167327526095,51.48683641674549,4074.855650811781,7109.375,2.4111253889416413,9.079446355944947,0.0422634642771879,0.2004134012175754,0.2488531227610439,0.501973015841259
M01||46||knew,253,M01,46,knew,1,1.4773125,0.1215800272229717,0.0002000033855438,0.0001694915131068,57.114285589869056,3047.883698178971,5343.75,2.057243813031961,7.253681427664744,0.0645836418809254,0.3039521673479052,0.3465378998060499,0.2770060506787886
M01||49||shear,254,M01,49,shear,0,2.06825,0.0930838685253751,0.0002000033855438,0.0001623838043611,55.1666342430396,3691.712959023343,6703.125,1.7332198437685606,6.825411678751706,0.0629517280436748,0.2334316010242996,0.2678756408611519,0.4269873193103792
M01||54||jaw,255,M01,54,jaw,0,1.9639375,0.0722055228736939,0.0002000033855438,0.0001657659361789,52.781502531391375,3513.8231616959647,6000.0,2.3166949101375494,8.087281793881466,0.0386896203232024,0.2813492788522815,0.2744384755333458,0.3975329871639688
M01||55||gnaw,256,M01,55,gnaw,0,1.8944375,0.0653177982827867,0.0002000033855438,0.000165454205628,51.927074527669184,3889.521711873615,6640.625,2.8018228957991607,9.605744521776028,0.0443342964452886,0.2010316727255436,0.2744465957859395,0.4722460375954568
M01||58||witch,257,M01,58,witch,1,2.3115625,0.1004282505866744,0.0002000033855438,0.0001637314211738,55.75447732148931,2843.5819308376444,5375.0,2.038377378240564,6.884925924679364,0.1099684137327841,0.3070007586639153,0.324041349579146,0.2512895844703045
M01||59||three,258,M01,59,three,0,1.8075,0.1010260189180905,0.0002000033855438,0.0001655144234066,55.71194787719137,3361.2208486798927,6031.25,2.3357641172477344,7.949401392647983,0.0676291185185046,0.2484553840623776,0.3205020724697928,0.355753077241988
M01||62||sigh,259,M01,62,sigh,0,1.3556875,0.09825295633437,0.0002000033855438,0.0001627474908999,55.61662650041256,4038.969178907635,6703.125,1.8307658152430704,7.232367365569988,0.0384052814446052,0.1984224553886628,0.2440028936482407,0.514150346891333
M01||63||rock,260,M01,63,rock,1,1.8075625,0.0957780961948046,0.0002000033855438,0.000170205831746,55.00583528037542,3066.846201739382,5468.75,2.172433832548529,7.176767422757841,0.0854934070671673,0.273736929004586,0.309161153601906,0.3216608003895272
M01||64||tile,261,M01,64,tile,0,1.5120625,0.1241541079613064,0.0002000033855438,0.0001663316759603,57.45972260780321,3665.3728890491457,6390.625,2.143522352849273,7.862505994397417,0.0642224849420342,0.2117282125183091,0.2722586344205119,0.4444757837609304
M01||65||suit,262,M01,65,suit,0,1.26875,0.1112269474992118,0.0002000033855438,0.0001621323842089,56.72680498927398,3864.107378594932,6687.5,1.7922876199374074,7.398338386002887,0.039916582468198,0.2108960697937883,0.3019822026287937,0.4410417971994759
M01||70||area,263,M01,70,area,1,2.2073125,0.1563318882517932,0.0002000033855438,0.0001674397703878,59.40377907516204,3509.8701070961965,6609.375,1.7875097910166724,6.707291073907783,0.0729470794797125,0.2275772402023329,0.3145057263829779,0.3754645260355597
M01||71||steer,264,M01,71,steer,1,1.8596875,0.121613087756525,0.0002000033855438,0.0001600021637599,57.6170891911029,3276.8449297638053,6000.0,1.6742882473422709,6.476008066164211,0.0910644398552821,0.2590573963563527,0.2981963440295996,0.3449437910899806
M01||72||deer,265,M01,72,deer,0,1.4873125,0.1143029334860574,0.0002000033855438,0.0001632186669075,56.90575099814908,3747.762159978362,7015.625,2.1801796811637733,7.857369166267241,0.0447526559247113,0.2313986928944047,0.315277694199493,0.4017816508422096
M01||79||pat,266,M01,79,pat,0,1.594625,0.1484785093233163,0.0002000033855438,0.0001684875542976,58.90191544881165,3248.455402960952,6062.5,1.7420038539059288,6.153766539531439,0.0547950202662667,0.3046983590841495,0.2987441518939199,0.3340726421588742
M01||80||though,267,M01,80,though,0,1.5639375,0.1441237436924632,0.0002000033855438,0.0001653899237305,58.80452975415154,3104.774276613574,5343.75,2.07452700911781,7.24340508582171,0.0579589290363663,0.3276609503379169,0.2852894320765041,0.3191297685425585
M01||81||tie,268,M01,81,tie,0,1.3953125,0.209394193429458,0.0002000033855438,0.0001725720894492,61.67988153884136,3129.7576651634054,5984.375,1.3878491948820817,5.250668716210376,0.1264294476947352,0.268860185695681,0.2399742078419731,0.3543637236666839
M01||87||thigh,269,M01,87,thigh,0,1.594625,0.1055581836913248,0.0002000033855438,0.000162556996499,56.2497248488593,3752.6827943281783,6562.5,2.226830128720587,8.067310961276876,0.0501258219907856,0.2407926891866218,0.2409492897818954,0.4592661593586219
M01||89||floor,270,M01,89,floor,0,2.22325,0.1459996376350755,0.0002000033855438,0.0001601101849326,59.1986563747388,2951.951419336385,5140.625,1.9951813646318264,7.050345488792445,0.0855728553353628,0.3138025568782115,0.3165752005178442,0.2739079504895793
M01||90||lip,271,M01,90,lip,0,1.67125,0.0951988591850144,0.0002000033855438,0.0001666400446631,55.13704741420055,3777.862766706768,6921.875,2.240696837085221,8.21923763464073,0.0490183059784422,0.209707461990932,0.3341766452110825,0.4002286886498792
M01||92||hate,272,M01,92,hate,1,2.0181875,0.0957944297708355,0.0002000033855438,0.0001613507147955,55.471387257424354,3351.2615424136184,6125.0,2.070295417414596,7.397851810140779,0.08238678768859,0.2438551271799377,0.3110304637279359,0.3551381934289257
M01||93||group,273,M01,93,group,1,1.7326875,0.0845404688854319,0.0002000033855438,0.0001668266730625,54.095983264916526,3229.422402364248,5546.875,2.538613412109406,8.207578158348635,0.0439312155143719,0.2728839687649215,0.3486380521671325,0.3267268082357286
M01||98||cycle,274,M01,98,cycle,0,2.165875,0.0748518457790052,0.0002000033855438,0.0001622756499688,53.27898313637131,3155.787862352608,6171.875,2.7441496456541654,9.70691573875597,0.1123067991021878,0.2985099875613869,0.2410873495439028,0.3388925606443666
M01||99||sigh,275,M01,99,sigh,1,1.6196875,0.0810474024162396,0.0002000033855438,0.0001623746975362,53.96441490185053,3614.263451799956,6859.375,2.4683303869262665,9.165505580893594,0.0530904628348483,0.2667140513777368,0.2688165579059147,0.4025733439435065
M01||100||ate,276,M01,100,ate,0,1.713875,0.0535464274421918,0.0002000033855438,0.0001637127724809,50.29295874272276,3576.9280406643456,7078.125,3.183641387198088,10.862007802348792,0.0634594089660294,0.2674305154243415,0.2728989602831178,0.3856718318545053
M01||101||knot,277,M01,101,knot,0,1.826875,0.0541121221685627,0.0002000033855438,0.0001598925201731,50.58932837291047,3428.5268386528724,6250.0,3.5193369487709614,11.253421124624602,0.0522677243256755,0.2695237850148158,0.2953247144931385,0.3756692257289535
M01||102||bat,278,M01,102,bat,0,1.4313125,0.0700852699491005,0.0002000033855438,0.0001630042758855,52.66855507219916,3362.803682866229,6343.75,2.964401642216185,10.211528169813173,0.0732209417635947,0.2815967248203099,0.2462892114127376,0.3897471886216873
M01||107||explore,279,M01,107,explore,1,2.1846875,0.0704835875306647,0.0002000033855438,0.0001619462171905,52.77434386022545,3643.312225300737,7015.625,3.022948238845848,10.692998816853487,0.0602236847318195,0.2599321597887072,0.2835348884243266,0.3896965942186968
M01||108||sprinkle,280,M01,108,sprinkle,1,2.4483125,0.0423528714373353,0.0002000033855438,0.0001640369089185,48.23882566016274,4084.616130006854,7234.375,3.3164425609050414,11.65376297247884,0.0429282002065774,0.1842944575993781,0.2949809134646009,0.4705656807991065
M01||110||of,281,M01,110,of,1,1.6008125,0.063351805630785,0.0002000033855438,0.000164266323547,51.72420920441361,3660.030292280997,6656.25,3.3387937533331917,10.901562113727728,0.0732457306566203,0.2190933770172065,0.2819880335762281,0.4195670039539242
M01||112||fruit,282,M01,112,fruit,1,1.939875,0.0794885175338579,0.0002000033855438,0.0001636101881355,53.72988106801711,3159.4882039114423,5859.375,3.0982210865237856,10.267979495786916,0.0788647407519159,0.2758886142522192,0.3294968216881255,0.3053970830419713
M01||118||mut,283,M01,118,mut,0,1.6008125,0.0458482652204139,0.0002000033855438,0.0001649072800629,48.881661582654026,3679.4632402595753,6781.25,3.558657282354303,11.345189070908232,0.0438334230172259,0.2641595227774594,0.2823780753809449,0.4021047937813628
M01||119||delta,284,M01,119,delta,0,1.6196875,0.0767665512600159,0.0002000033855438,0.0001618454247782,53.52143207089877,3534.0430142472114,6750.0,2.957928929370184,10.284858776134756,0.0749645860840935,0.2452523779770097,0.2879883457194337,0.3824171723491165
M01||120||menu,285,M01,120,menu,1,1.9021875,0.0508777629412316,0.0002000033855438,0.0001642545419363,49.82021240028121,4015.33688816801,7234.375,3.405783762238242,11.702938671618648,0.0447987458542235,0.2036012380332544,0.2783903003041402,0.4655201135365442
M01||123||slay,286,M01,123,slay,1,1.5071875,0.0499011144030867,0.0002000033855438,0.0001662830872592,49.54524330702158,4074.291819058004,7218.75,3.0501751577071112,11.304192010893008,0.0391618135621925,0.1882123234849135,0.29883598267742,0.4671824287855436
M01||124||slip,287,M01,124,slip,0,1.655,0.0643449686792866,0.0002000033855438,0.0001636345339691,51.89279259750074,3920.635011417211,7359.375,2.498663078740381,9.846157955870025,0.0569812644606705,0.2435227997951075,0.24326971581426,0.4511524403751535
M01||128||much,288,M01,128,much,0,1.7436875,0.0572718259345329,0.0002000033855438,0.0001628839436962,50.92125507354807,3674.181781628621,6859.375,3.1322062809152698,11.01198661842666,0.05246407755176,0.2549279863317561,0.2874535379506249,0.399390514047595
M01||130||write,289,M01,130,write,1,2.20175,0.0482314286470973,0.0002000033855438,0.0001631718706169,49.41369667700986,3285.943627996628,6453.125,3.457006660475081,11.043220761793124,0.0824894737297961,0.3050018538155178,0.2655822796696017,0.3380418292359418
M01||131||rocks,290,M01,131,rocks,0,1.5515625,0.0565217370749303,0.0002000033855438,0.0001639200894087,50.75166636440408,3642.627341560959,6593.75,3.1557017257725213,10.704508145926908,0.0486335691703618,0.2208035506133901,0.3228351421085406,0.397525858388452
M01||134||coupe,291,M01,134,coupe,0,2.2313125,0.0402172159535046,0.0002000033855438,0.0001621987405535,47.887290509951214,3134.087389815025,5968.75,3.976768045862655,11.817081877352258,0.0768824934906004,0.3160660308084147,0.2705971485549777,0.3275337821585267
M01||135||white,292,M01,135,white,0,1.5810625,0.0642055467522365,0.0002000033855438,0.0001627084180748,51.92325051873488,3248.831201993032,6218.75,3.143404710372224,10.669594585283658,0.0643349670544821,0.3023626458795583,0.2899482501573844,0.3349018550722733
M01||137||ate,293,M01,137,ate,0,1.994875,0.0443116537862988,0.0002000033855438,0.0001607406627013,48.80784408877627,3475.0125549610043,6718.75,3.180964302700967,10.81407621622965,0.0611469086710937,0.2897045800097107,0.2676167723156441,0.3726492106964044
M01||138||pad,294,M01,138,pad,0,1.300375,0.0867610147012743,0.0002000033855438,0.0001609523207728,54.63254758878988,3606.0959951819264,7265.625,2.848439664540398,10.017448682086444,0.0710404627837813,0.3210190004691761,0.1907396268848331,0.410140288150809
M01||139||know,295,M01,139,know,0,2.4676875,0.0346421514387721,0.0002000033855438,0.0001639909050727,46.49570186249768,3809.7751417502704,6703.125,4.097759705402135,12.77244476136843,0.0491926835018032,0.2089911064220133,0.2896435598243704,0.4432897415395151
M01||140||we're,296,M01,140,we're,1,1.7731875,0.0652792477869632,0.0002000033855438,0.0001629016737711,52.05699189612703,3420.5065232493685,6468.75,3.508762033578571,11.450185046602328,0.0601619533414499,0.2758665804303572,0.3132604692933292,0.3436264191299937
M01||143||toot,297,M01,143,toot,0,1.7731875,0.0335386985409008,0.0002000033855438,0.0001636347359205,46.23341412000389,3565.695803527896,6546.875,4.075057845770894,12.427965824348618,0.0424973742029685,0.2728318335577637,0.2992043064474197,0.3779731827814738
M01||144||hear,298,M01,144,hear,0,1.581125,0.0414597868317121,0.0002000033855438,0.0001619243904597,48.1662958783443,4249.814487510772,7093.75,3.73272055445172,12.225961904114492,0.0300528348491666,0.1628448838894677,0.2787967033538396,0.5195125208964009
M01||147||write,299,M01,147,write,0,1.219625,0.0807145216676389,0.0002000033855438,0.0001658554928986,53.74443636144776,3251.062411736508,6140.625,2.881555473899101,10.21008814567888,0.1007814511677402,0.2597778576766267,0.2851058756812526,0.3470485387800437
M01||149||jungle,300,M01,149,jungle,1,1.493,0.0637773966605683,0.0002000033855438,0.0001635148756107,51.822190388255216,3388.4998331795623,6187.5,2.932143056259499,10.19686264182959,0.0454588001011161,0.2973849962386835,0.2989119830541897,0.3510823050455935
M01||150||side,301,M01,150,side,0,1.429875,0.0502691393745831,0.0002000033855438,0.0001645624752593,49.69941277718816,3901.5993957286137,7093.75,3.0600273573123555,10.970477872594326,0.0591477306203689,0.2097476112012277,0.2617653140741706,0.4628317168346233
M01||153||dot,302,M01,153,dot,1,1.366875,0.0741833437508369,0.0002000033855438,0.0001634055882778,53.14079000157242,3788.303842537572,6796.875,3.267756051001089,11.00397384610659,0.0458161147640289,0.2309617554207848,0.2566760300494727,0.4600837869492085
M01||155||light,303,M01,155,light,0,1.545625,0.0556696944304562,0.0002000033855438,0.0001608012114178,50.78659042481309,3596.6270626297337,6531.25,3.241537564676396,11.119888700734924,0.0430641213325118,0.2630400850112547,0.2808807184325354,0.4054052867738801
M01||157||darn,304,M01,157,darn,0,1.577125,0.0636710393222969,0.0002000033855438,0.0001626271749177,51.85497642677405,3687.484417053077,6656.25,3.301133525107419,11.377315219258795,0.0509267220959649,0.2247449935346237,0.3090200957857628,0.4073846888170585
M01||161||sigh,305,M01,161,sigh,0,1.177625,0.0655946481614261,0.0002000033855438,0.0001646326106065,52.00705084008106,3718.918556795236,6828.125,2.9145758223560376,10.521140052272296,0.057324845023748,0.244361785376842,0.2319422068447644,0.4586665594699226
M01||162||leak,306,M01,162,leak,0,1.1565625,0.0674120262464935,0.0002000033855438,0.0001647902605573,52.23611681557042,4067.1207220160336,7359.375,2.868964907427964,10.830652985846056,0.0438574474359802,0.1957517504677098,0.2924731737973721,0.4616329027989755
M01||163||hark,307,M01,163,hark,1,1.4299375,0.0723838019897091,0.0002000033855438,0.000164419592718,52.87375645575285,3305.28614340284,6062.5,3.0787942793715213,10.260469966081912,0.0739608534064816,0.2750825567941637,0.2711031107402252,0.3718797967233622
M01||168||sign,308,M01,168,sign,0,1.545625,0.0650048357356131,0.0002000033855438,0.0001650754521052,51.90526339601103,3740.131400962928,6875.0,2.941735988212783,10.504361401310245,0.0598288267882352,0.2374578036613105,0.2764146835513792,0.4203766876143198
M01||169||fitting,309,M01,169,fitting,0,2.102875,0.0734777541796844,0.0002000033855438,0.0001656912263858,52.93712722685291,3089.3417832624664,6015.625,2.8825162079193944,9.910986024540149,0.0847634471362827,0.3246071930825031,0.2796569727146284,0.3035479089144123
M01||170||at,310,M01,170,at,1,1.3353125,0.0670796332595626,0.0002000033855438,0.0001625897471294,52.30995047866185,3887.818130879715,7078.125,3.205101934792046,10.75289389295794,0.0644303012220153,0.2219696923199655,0.238137393503582,0.4683492293621883
M01||171||cart,311,M01,171,cart,0,1.66125,0.075530674258467,0.0002000033855438,0.0001630221173331,53.317536643585335,3000.4643465937943,5875.0,3.0598509393193627,10.009920603268991,0.123090237008987,0.3004959288503498,0.2519689509684878,0.3152981316146297
M01||172||bit,312,M01,172,bit,1,1.5035,0.0662241604132367,0.0002000033855438,0.0001650043351602,52.07042212906285,3077.5795074227453,6250.0,3.4215221181555067,10.94007908116644,0.0939557898346705,0.3177114286209541,0.2746910978586589,0.3052278340436533
M01||175||fat,313,M01,175,fat,1,1.4299375,0.0697252499491135,0.0002000033855438,0.0001661473172639,52.45793493104578,3365.6677033626243,6609.375,2.897228631858908,9.853063494067818,0.0728407464637378,0.322928707645743,0.2110265259781004,0.3860486276170608
M01||178||tell,314,M01,178,tell,0,1.30375,0.0809519267951551,0.0002000033855438,0.0001628861102247,53.9268627568456,4105.111195769338,7437.5,3.0828179940337472,11.119054849959277,0.0414368651072681,0.1894659622550135,0.2778715299895353,0.4835991976813823
M01||182||bloat,315,M01,182,bloat,1,1.942375,0.0699617595095173,0.0002000033855438,0.0001642618554966,52.586479979527006,3144.4830203936644,5578.125,3.239684900306162,10.906363947135358,0.0590157993932356,0.2990288018627474,0.3504720827883119,0.2819681331658805
M01||184||lair,316,M01,184,lair,0,1.762875,0.0704798809726273,0.0002000033855438,0.0001615960848254,52.792686550982026,4009.035559009344,7281.25,3.4202210574077454,11.8374332600215,0.0489770090771966,0.1967826052142955,0.3016001018452188,0.4464792069274753
M01||186||oscar,317,M01,186,oscar,0,2.073,0.0628061672432278,0.0002000033855438,0.0001646167413351,51.630565818869286,3044.7404447000804,5796.875,3.3604744734506142,11.04643809304536,0.108904061123207,0.3071638835007687,0.2559008759808196,0.3193151808874321
M01||190||shy,318,M01,190,shy,0,1.7955,0.0509075827744511,0.0002000033855438,0.0001623459754498,49.92681898266007,3793.9871681619966,6828.125,3.296780241814469,11.275224776562151,0.0379994585899855,0.2177786997933391,0.3190670864631062,0.4175153076046655
M01||192||blow,319,M01,192,blow,0,1.7301875,0.0860945915108579,0.0002000033855438,0.0001664030387395,54.27629233953719,2901.433594625652,5906.25,2.894313900066989,9.83944776914197,0.1294714226838789,0.3182319343183787,0.2729345845767851,0.2694905138803363
M01||193||loyal,320,M01,193,loyal,0,2.024,0.0994970289642149,0.0002000033855438,0.0001684574182895,55.42639944167684,2766.412863876447,5625.0,2.6361586222265987,9.148176529999262,0.1498821740046662,0.3371172108669978,0.2350901219815672,0.2679379094096377
M01||194||seven,321,M01,194,seven,1,2.0240625,0.0510268682322737,0.0002000033855438,0.0001640247382246,49.857791221254445,3519.0115704998334,6859.375,2.8042212987739994,10.007806685475344,0.0621217716133477,0.2723907646643221,0.2938548558705601,0.3639605758810306
M01||195||at,322,M01,195,at,0,1.991375,0.0464134992419273,0.0002000033855438,0.0001630145444273,49.08835915418538,3506.801587862877,6500.0,3.538087690759965,11.409244651744697,0.0502656516585888,0.2663361390519958,0.3081912065244386,0.3688023129790248
M01||197||eight,323,M01,197,eight,0,1.50175,0.0532477295990162,0.0002000033855438,0.0001627227894303,50.29705428887879,3370.319360137027,6453.125,2.927941083447416,9.936835465177955,0.0724544543736177,0.2877013066720626,0.2673026484083363,0.3639913963709788
M01||198||hem,324,M01,198,hem,1,1.7465,0.0280312668746834,0.0002000033855438,0.0001634119171664,44.687180019088345,3882.658090041096,6843.75,3.933916301559437,12.531664664220292,0.0592718623359266,0.2034216929224036,0.2726571719500568,0.4551435664682168
M01||200||rich,325,M01,200,rich,1,1.8934375,0.0552852881015196,0.0002000033855438,0.0001634814701929,50.58282084884897,3727.573964199842,6781.25,3.3560534152088866,11.176288880864982,0.0505382548986961,0.2249742231695338,0.3148464632308398,0.4034895251536036
M01||201||pit,326,M01,201,pit,0,1.6649375,0.0658816133820232,0.0002000033855438,0.0001653402775678,52.00771127482588,3348.3562385124837,6562.5,3.04235150698247,10.366338742765118,0.0762249713430837,0.2915082584187625,0.2854121209736823,0.3375020777898745
M01||204||thorn,327,M01,204,thorn,0,2.823875,0.0317757596079901,0.0002000033855438,0.0001644198858137,45.72283198029396,3842.20375703761,6656.25,4.228922597890242,12.911504084245934,0.0385232915714125,0.2077807970910112,0.316532945739302,0.4301048033482942
M01||207||fill,328,M01,207,fill,1,1.2405625,0.0673809440166388,0.0002000033855438,0.0001644470926177,52.250217830866674,3194.496174653987,6062.5,3.346405456719776,10.853693741344532,0.089431816371386,0.2868598343200323,0.2691628651783204,0.3441828232177078
M01||211||seeds,329,M01,211,seeds,0,1.6485625,0.0410293900478689,0.0002000033855438,0.0001640563896931,47.96203821353304,4123.138106065104,7437.5,3.206242227789029,11.376986370842262,0.0524158189768275,0.2025059255373169,0.2623683428603449,0.4759312077123474
M01||215||hotel,330,M01,215,hotel,0,1.3955,0.0696904157151988,0.0002000033855438,0.0001664374874329,52.438438083542266,3536.6257835835618,6453.125,3.262135452136896,10.881700621279052,0.0577179473023375,0.2590573395421948,0.2731014939821676,0.4008610524572339
M01||216||written,331,M01,216,written,1,1.5948125,0.0401363878540739,0.0002000033855438,0.0001640141489226,47.773139401680055,4182.520252206715,7187.5,3.362686511069502,11.747800290436643,0.0340128400042256,0.1656517260700339,0.3154998178469343,0.479589595279824
M01||217||kitten,332,M01,217,kitten,0,1.9466875,0.0353330803158647,0.0002000033855438,0.0001648929606014,46.61958769818105,3946.6522310930136,6984.375,3.90328057482256,12.495460441504273,0.0397324471924657,0.2171307065255782,0.2677176083905626,0.4684312849371146
M01||218||lick,333,M01,218,lick,0,1.2430625,0.0411697162009823,0.0002000033855438,0.0001662438037989,47.87664811786642,4086.878643801584,7140.625,3.686544376866704,12.27328719365647,0.0490896315093946,0.19959742111137,0.2382156703858944,0.5041989297983894
M01||221||much,334,M01,221,much,0,1.5010625,0.0526667332366132,0.0002000033855438,0.0001632067014026,50.17596787801808,4103.903518296412,7359.375,3.214941793110808,11.351076884164366,0.0461513209104957,0.1980813331583563,0.2697554476466342,0.4808271583257889
M01||223||five,335,M01,223,five,0,1.25475,0.0621925592329621,0.0002000033855438,0.0001625728733493,51.65380693690721,3872.6230196263177,6921.875,3.1324409738810903,11.290759437978872,0.064902631443917,0.2180127805822876,0.2235826817855982,0.4874553293677781
M01||224||top,336,M01,224,top,0,1.465875,0.0593305972497113,0.0002000033855438,0.000164083622466,51.164269696162094,3615.062471814129,6640.625,3.5544029107179176,11.685433080506996,0.0664588174910225,0.2586782508417655,0.233550862674258,0.4347414281738787
M01||226||chop,337,M01,226,chop,0,1.2665,0.0593947493417919,0.0002000033855438,0.0001617621060018,51.29742522877406,3949.935199061391,7000.0,3.340708115303625,11.590886436663755,0.0454269015400334,0.2117529837975071,0.2474503835541461,0.4868727586458494
M01||228||him,338,M01,228,him,1,1.4306875,0.0318296163785763,0.0002000033855438,0.0001645114825703,45.7327037632446,3932.7172687931006,6906.25,3.7175577009398233,12.31881679287596,0.043345827114677,0.1950775234217965,0.3239945338335325,0.4300894116150982
M01||229||mitten,339,M01,229,mitten,0,1.7004375,0.0524052401922285,0.0002000033855438,0.0001664395578964,49.96236324643999,3718.481856976379,6687.5,3.566564076353341,11.702626178126442,0.0499885343823427,0.2351206436628909,0.3027433454457828,0.4035745565423403
M01||230||fat,340,M01,230,fat,0,1.5596875,0.0545821688699828,0.0002000033855438,0.0001648329578034,50.400134739209136,3704.658033598488,6609.375,3.01776993551149,10.53338741978517,0.0358707024497197,0.2691795984328825,0.2505393727754285,0.4359493377068577
M01||231||golf,341,M01,231,golf,0,1.571375,0.0743586271505948,0.0002000033855438,0.0001653898685538,53.05644921912312,3893.148585866775,6890.625,2.7452105760132284,10.258633081788709,0.0538621610506915,0.2082272839599266,0.2587488150351474,0.4719711142755766
M01||234||leak,342,M01,234,leak,1,1.29,0.0509754239851075,0.0002000033855438,0.0001646417033711,49.81641992126588,3564.510558274788,6593.75,3.1106843469569454,10.847647195178851,0.0524533959964923,0.2633708073796731,0.2995679490966947,0.3776992818608638
